Match Number,Team Number,Match Type,Alliance,Left Community,Preloaded,Auto Scored Low,Auto Scored Med,Auto Scored High,Auto Engaged Docked State,Teleop Scored Cones,Teleop Scored Cubes,Teleop Goals Low,Teleop Goals Med,Teleop Goals High,Teleop Missed Attempts,Teleop Links,Teleop Playstyle,Fouls,Tech Fouls,Robot Broke Down,Endgame Robot State,Endgame Sustainability Bonus,Endgame Coopertition Bonus,Endgame Activation Bonus,Yellow Card 1,Yellow Card 2,Final Alliance Score,Final WLT,Notes
23,2930,"Qualification","Blue 1",true,"High",0,0,2,"Docked and Engaged",true,true,2,3,2,0,5,"Offensive",0,0,false,"No points",true,true,true,false,false,142,"Win","insane auto?? also rare auto balance strat when starting from substation side",
24,2521,"Qualification","Blue 1",true,"High",0,0,2,"None Docked",true,true,1,1,5,0,5,"Offensive",0,0,false,"Engaged",true,true,false,false,false,129,"Win","picks up pieces on the ground nearer to community  = faster cycle times, also really fast scoring",
25,7034,"Qualification","Blue 1",true,"High",0,0,1,"Alliance Member Docked",true,false,2,0,1,0,4,"Offensive",0,0,false,"Parked",true,true,true,false,false,132,"Win","kept dropping pieces, their arm which tries to use gravity to rotate the cone doesn't work really well ",
26,2811,"Qualification","Blue 1",true,"Low",1,0,0,"None Docked",true,true,0,4,2,0,4,"Offensive",0,0,false,"No points",true,true,true,false,false,132,"Loss","",
27,3070,"Qualification","Blue 3",true,"High",0,0,1,"Alliance Member Docked",true,true,0,1,2,0,0,"Offensive",0,0,false,"Engaged",true,true,true,false,false,161,"Win","",
28,8532,"Qualification","Blue 3",true,"High",0,0,1,"Alliance Member Docked",true,true,0,0,4,0,0,"[Select play style...]",0,0,false,"Docked",true,true,false,false,false,141,"Loss","",
29,1778,"Qualification","Blue 3",false,"Low",1,0,0,"None Docked",false,true,3,1,0,1,0,"Offensive",0,0,false,"Engaged",true,true,true,false,false,157,"Win","",
30,2980,"Qualification","Blue 3",true,"Didn't score",0,0,0,"Alliance Member Docked",true,true,2,3,0,0,3,"Offensive",0,0,false,"Engaged",false,true,true,false,false,138,"Win","",
31,488,"Qualification","Blue 3",true,"High",0,0,1,"Alliance Member Docked",false,false,0,0,0,0,7,"None",0,0,true,"No points",true,true,true,false,false,161,"Win","",
32,2557,"Qualification","Blue 3",false,"High",0,0,1,"None Docked",true,true,0,2,1,0,4,"Offensive",0,0,false,"Docked",true,true,false,false,false,98,"Loss","",
33,1318,"Qualification","Blue 3",true,"High",0,0,1,"Alliance Member Docked",true,true,0,2,6,0,0,"Offensive",0,0,false,"Parked",true,true,true,false,false,151,"Loss","",
34,4125,"Qualification","Blue 3",true,"Didn't score",0,0,0,"Alliance Member Docked",true,true,6,0,0,0,1,"[Select play style...]",0,0,false,"Parked",true,true,true,false,false,87,"Loss","",
35,5920,"Qualification","Blue 3",true,"Didn't score",0,0,0,"None Docked",false,false,0,0,0,0,0,"Defensive",0,2,false,"Docked",true,true,true,false,false,124,"Loss","",
36,3636,"Qualification","Blue 3",true,"High",0,0,1,"Alliance Member Docked",true,true,3,2,1,1,0,"Offensive",0,0,false,"Engaged",true,true,true,false,false,162,"Win","",
37,2757,"Qualification","Blue 3",true,"High",0,0,1,"Alliance Member Docked",false,false,0,0,0,0,0,"[Select play style...]",0,0,true,"No points",false,false,false,false,false,119,"Loss","",
38,955,"Qualification","Blue 3",true,"High",0,0,2,"None Docked",true,false,2,0,1,2,0,"[Select play style...]",0,0,false,"Parked",true,true,true,false,false,152,"Loss","",
39,2046,"Qualification","Blue 3",false,"Didn't score",0,0,0,"Alliance Member Docked",true,false,0,0,2,0,0,"Offensive",0,0,true,"Parked",false,false,false,false,false,95,"Loss","broke down a few times",
40,1294,"Qualification","Blue 3",false,"High",0,0,1,"Alliance Member Docked",false,false,0,0,0,0,6,"Defensive",0,0,true,"No points",true,true,true,false,false,143,"Win","",
41,1425,"Qualification","Blue 3",false,"High",0,0,1,"None Docked",true,true,0,0,4,0,3,"Offensive",0,0,false,"Engaged",false,true,true,false,false,118,"Loss","",
42,4488,"Qualification","Blue 3",true,"Didn't score",0,0,0,"Docked and Engaged",true,true,2,0,1,2,6,"Offensive",0,0,false,"Engaged",true,true,true,false,false,159,"Loss","",
43,3663,"Qualification","Blue 3",true,"Low",0,0,1,"Docked and Engaged",false,false,1,0,0,0,0,"Defensive",0,0,false,"Docked",false,true,true,false,false,144,"Win","",
44,492,"Qualification","Blue 3",true,"High",0,0,1,"Alliance Member Docked",true,false,1,0,4,1,4,"Offensive",0,0,false,"Engaged",true,true,false,false,false,128,"Loss","",
45,1983,"Qualification","Blue 3",false,"High",0,0,1,"None Docked",true,true,1,0,1,0,0,"Offensive",0,0,false,"Engaged",true,true,true,false,false,107,"Tie","",
46,6831,"Qualification","Blue 3",false,"High",0,0,1,"None Docked",false,false,0,0,0,0,0,"Defensive",0,0,false,"Engaged",true,true,true,false,false,120,"Loss","",
47,955,"Qualification","Blue 3",true,"High",0,0,2,"None Docked",true,false,0,0,5,0,0,"Offensive",0,0,false,"Parked",true,true,true,false,false,125,"Loss","",
48,4488,"Qualification","Blue 3",false,"Low",1,0,0,"None Docked",false,true,4,0,0,0,0,"[Select play style...]",0,0,false,"Engaged",true,true,true,false,false,139,"Loss","",
49,1425,"Qualification","Blue 3",true,"High",0,0,2,"None Docked",true,false,3,0,1,0,0,"[Select play style...]",0,0,false,"No points",false,false,false,false,false,151,"Win","",
50,360,"Qualification","Blue 3",false,"High",0,1,1,"None Docked",true,true,1,3,3,0,0,"[Select play style...]",0,0,false,"Engaged",true,true,true,false,false,196,"Win","",
51,2557,"Qualification","Blue 3",false,"Didn't score",0,0,0,"None Docked",true,true,0,2,3,0,0,"Offensive",0,0,false,"Engaged",true,true,true,false,false,154,"Win","",
52,9036,"Qualification","Blue 3",false,"Middle",0,1,0,"None Docked",true,true,1,3,0,0,0,"Offensive",0,0,false,"Engaged",false,true,true,false,false,142,"Loss","
",
53,492,"Qualification","Blue 3",false,"High",0,0,1,"None Docked",false,false,0,4,4,0,0,"Offensive",0,0,false,"Parked",true,false,true,false,false,146,"Loss","",
54,1294,"Qualification","Blue 3",false,"Didn't score",0,0,0,"None Docked",false,false,0,0,0,0,0,"[Select play style...]",0,0,true,"No points",false,false,false,false,false,91,"Loss","weren't on the field",
55,1425,"Qualification","Blue 3",false,"High",0,0,1,"None Docked",true,true,1,0,2,3,0,"Offensive",0,0,false,"Engaged",false,true,true,false,false,137,"Loss","",
56,948,"Qualification","Blue 2",true,"High",0,0,0,"Docked",false,true,6,2,0,0,6,"Offensive",0,0,false,"Docked",true,true,true,false,false,151,"Win","shoot cubes p well",
57,6831,"Qualification","Blue 2",false,"High",0,0,1,"None Docked",true,true,0,4,1,0,5,"Offensive",0,0,false,"Engaged",true,true,false,false,false,134,"Win","",
58,5920,"Qualification","Blue 2",true,"High",0,0,1,"Docked and Engaged",false,true,4,0,0,1,7,"Offensive",0,0,false,"Engaged",true,true,true,false,false,181,"Win","",
59,5827,"Qualification","Blue 2",false,"High",0,0,0,"None Docked",false,true,2,0,0,0,4,"Defensive",0,0,false,"Parked",true,true,false,false,false,105,"Loss","flimsy slow mechanism only did cubes and not even that well, had to push missed cubes in",
60,4682,"Qualification","Blue 2",true,"High",0,0,0,"Docked",true,true,0,1,4,0,5,"Offensive",0,0,false,"Docked",true,true,true,false,false,138,"Loss","slow driving and unstable",
61,1899,"Qualification","Blue 2",true,"High",0,0,0,"None Docked",true,true,1,1,2,0,6,"Offensive",0,0,false,"Docked",true,true,true,false,false,161,"Win","good high and mid cones, plays all rounder",
62,3711,"Qualification","Blue 2",false,"High",0,0,0,"None Docked",true,false,0,1,4,0,5,"Offensive",0,0,false,"Docked",true,true,true,false,false,135,"Win","",
63,7627,"Qualification","Blue 2",false,"High",0,0,0,"None Docked",true,false,1,0,3,0,3,"Offensive",0,0,false,"Docked",false,true,false,false,false,95,"Loss","",
64,1540,"Qualification","Blue 2",false,"High",0,0,0,"None Docked",true,true,3,0,4,0,4,"Offensive",0,0,false,"Docked",true,true,true,false,false,119,"Loss","",
65,2412,"Qualification","Blue 2",true,"High",0,0,0,"None Docked",true,false,1,2,2,0,5,"Offensive",0,0,false,"Docked",true,true,true,false,false,143,"Win","good high cones, slower on mid cones, upright cones only",
66,948,"Qualification","Blue 2",true,"High",0,0,0,"Docked",false,true,2,1,2,1,0,"Offensive",0,0,false,"Parked",false,true,false,false,false,112,"Loss","double scored cubes and missed",
67,2147,"Qualification","Blue 2",true,"High",0,0,0,"Docked",true,true,2,2,2,0,6,"Offensive",0,0,false,"Parked",true,true,true,false,false,152,"Loss","glitchy mid cones, stalled a bit",
68,1899,"Qualification","Blue 2",true,"Low",0,0,0,"None Docked",true,false,1,3,1,0,7,"Offensive",0,0,false,"Engaged",true,true,true,false,false,166,"Win","",
69,7034,"Qualification","Blue 2",true,"High",0,0,0,"Alliance Member Docked",true,false,1,1,1,0,7,"Offensive",0,0,false,"Engaged",true,true,true,false,false,180,"Win","",
70,4682,"Qualification","Blue 2",true,"High",0,0,0,"Docked and Engaged",true,false,0,3,2,0,8,"Offensive",0,0,false,"Engaged",true,true,true,false,false,181,"Win","",
71,6443,"Qualification","Blue 2",true,"High",0,0,0,"None Docked",true,true,0,3,2,0,5,"Offensive",0,0,false,"Parked",true,true,false,false,false,105,"Loss","troll charge",
72,4125,"Qualification","Blue 2",false,"Low",0,0,0,"Alliance Member Docked",false,true,3,0,0,0,8,"Offensive",0,0,false,"Parked",true,true,true,false,false,166,"Win","lmao get carried",
73,2521,"Qualification","Blue 2",false,"High",0,0,0,"Alliance Member Docked",true,false,1,2,2,0,6,"Offensive",0,0,false,"Parked",true,true,true,false,false,146,"Win","",
74,2147,"Qualification","Blue 2",true,"High",0,0,0,"Docked and Engaged",true,true,1,3,2,0,5,"Offensive",0,0,false,"Parked",true,true,true,false,false,143,"Loss","",
75,3218,"Qualification","Blue 2",true,"High",0,0,0,"Docked and Engaged",true,false,1,1,2,0,5,"Offensive",0,0,false,"Engaged",true,true,true,false,false,143,"Loss","",
76,9036,"Qualification","Blue 2",false,"Low",1,0,0,"None Docked",true,true,1,2,0,0,5,"Offensive",0,0,false,"Parked",true,true,false,false,false,100,"Loss","",
77,948,"Qualification","Blue 2",true,"High",0,0,1,"Docked and Engaged",false,true,4,2,1,1,5,"Offensive",0,0,false,"Parked",true,true,true,false,false,139,"Win","",
78,4918,"Qualification","Blue 2",true,"Middle",0,1,0,"Docked and Engaged",true,false,1,2,0,0,4,"Offensive",0,0,false,"Engaged",true,true,true,false,false,141,"Win","",
79,2811,"Qualification","Blue 2",true,"Middle",0,1,0,"Docked",true,false,1,1,2,0,3,"Offensive",0,0,false,"Parked",false,true,true,false,false,119,"Loss","",
80,7627,"Qualification","Blue 2",false,"Low",1,0,0,"None Docked",true,true,0,1,3,0,5,"Offensive",0,0,false,"Engaged",true,true,true,false,false,128,"Win","",
81,4680,"Qualification","Blue 2",true,"High",0,0,1,"Docked and Engaged",true,true,0,2,3,0,6,"Offensive",0,0,false,"Engaged",true,true,true,false,false,155,"Win","",
82,3218,"Qualification","Blue 2",true,"High",0,0,1,"Docked and Engaged",true,true,1,3,2,0,6,"Offensive",0,0,false,"Engaged",true,true,true,false,false,153,"Loss","shoots cubes p accuratesly",
83,4469,"Qualification","Blue 2",false,"High",0,0,1,"Docked and Engaged",true,false,0,2,2,0,3,"Offensive",0,0,false,"Parked",false,true,true,false,false,130,"Win","",
84,4488,"Qualification","Blue 2",false,"Low",1,0,0,"None Docked",true,false,0,0,2,0,3,"Offensive",0,0,false,"Parked",false,true,false,false,false,65,"Loss","",
