Match Number,Team Number,Match Type,Alliance,Left Community,Preloaded,Auto Scored Low,Auto Scored Med,Auto Scored High,Auto Engaged Docked State,Teleop Scored Cones,Teleop Scored Cubes,Teleop Goals Low,Teleop Goals Med,Teleop Goals High,Teleop Missed Attempts,Teleop Links,Teleop Playstyle,Fouls,Tech Fouls,Robot Broke Down,Endgame Robot State,Endgame Sustainability Bonus,Endgame Coopertition Bonus,Endgame Activation Bonus,Yellow Card 1,Yellow Card 2,Final Alliance Score,Final WLT,Notes
11,3218,"Qualification","Red 2",true,"High",0,1,0,"Alliance Member Docked",true,true,0,1,5,0,1,"Offensive",0,0,false,"No points",true,true,true,false,false,146,"Loss","really fast",
12,4488,"Qualification","Red 2",false,"High",0,0,0,"None Docked",true,true,5,0,2,0,2,"Offensive",0,0,false,"Engaged",true,true,true,false,false,156,"Loss","",
13,2910,"Qualification","Red 2",false,"Low",1,0,0,"None Docked",true,true,0,2,4,2,0,"[Select play style...]",0,0,false,"No points",true,true,true,false,false,157,"Win","slower",
14,2930,"Qualification","Red 2",true,"High",0,0,1,"Alliance Member Docked",true,false,1,0,4,0,1,"Offensive",0,0,false,"Parked",true,true,true,false,false,134,"Loss","",
15,753,"Qualification","Red 2",true,"High",0,0,0,"None Docked",true,false,1,0,3,0,2,"Offensive",0,0,false,"Docked",true,true,false,false,false,136,"Loss","",
16,5920,"Qualification","Red 2",true,"Low",0,0,0,"None Docked",false,false,0,0,0,0,0,"Defensive",0,0,false,"Engaged",false,true,true,false,false,108,"Win","really good at defense",
17,360,"Qualification","Red 2",true,"High",0,0,0,"None Docked",true,true,2,1,2,0,1,"Offensive",0,0,false,"Parked",true,true,true,false,false,149,"Win","paused in the middle",
18,3218,"Qualification","Red 2",true,"High",0,0,0,"None Docked",true,true,2,1,3,0,2,"Offensive",0,0,false,"Docked",true,true,false,false,false,116,"Loss","",
19,1425,"Qualification","Red 2",true,"High",0,0,0,"Alliance Member Docked",true,true,0,3,1,0,1,"Offensive",0,0,true,"Parked",true,true,true,false,false,151,"Win","",
20,3663,"Qualification","Red 2",true,"High",0,0,0,"Docked and Engaged",true,true,1,3,1,0,2,"[Select play style...]",0,0,false,"Engaged",true,true,true,false,false,170,"Win","",
21,6443,"Qualification","Red 2",false,"Didn't score",0,0,0,"None Docked",true,true,0,3,2,0,0,"Offensive",0,0,false,"No points",false,false,false,false,false,123,"Loss","",
22,2046,"Qualification","Red 2",true,"High",0,0,2,"Alliance Member Docked",true,true,0,0,6,0,0,"Offensive",2,0,false,"Parked",true,true,true,false,false,138,"Loss","",
23,4918,"Qualification","Red 2",true,"Middle",0,1,0,"Docked",true,true,1,3,0,0,1,"Offensive",0,0,false,"Engaged",true,true,true,false,false,138,"Loss","gravity grabber not effective",
24,4911,"Qualification","Red 2",true,"High",0,0,1,"Alliance Member Docked",true,false,1,2,2,0,1,"Offensive",0,0,false,"No points",true,true,false,false,false,117,"Loss","really unstable wrist",
25,2557,"Qualification","Red 2",false,"High",0,0,1,"Alliance Member Docked",true,true,0,0,3,0,1,"Offensive",0,0,true,"Engaged",false,true,true,false,false,111,"Loss","disconnected? not great driving",
26,1540,"Qualification","Red 2",false,"High",0,2,1,"None Docked",true,false,0,1,0,0,0,"Both",1,0,false,"Engaged",true,true,true,false,false,162,"Win","cube stuck in robot",
27,4125,"Qualification","Red 1",true,"Low",1,0,0,"Alliance Member Docked",false,true,2,0,0,0,5,"[Select play style...]",0,0,true,"No points",true,true,true,false,false,137,"Loss","DCed during teleop
",
28,2522,"Qualification","Red 1",true,"High",0,0,1,"Docked and Engaged",true,true,4,0,1,1,5,"Offensive",0,0,false,"Engaged",true,true,true,false,false,132,"[Select outcome...]","mostly does cube low 
",
29,4488,"Qualification","Red 1",true,"High",0,0,1,"Alliance Member Docked",true,true,3,0,0,1,3,"[Select play style...]",0,0,false,"Engaged",false,true,true,false,false,108,"Loss","can't intake consistently, and takes way too long 
",
30,5827,"Qualification","Red 1",true,"High",0,0,1,"None Docked",false,true,3,0,0,0,1,"[Select play style...]",0,0,false,"Engaged",false,true,false,false,false,73,"[Select outcome...]","intake stopped spinning in teleop ",
31,7461,"Qualification","Red 1",true,"High",0,0,3,"Alliance Member Docked",true,true,0,3,2,0,5,"Offensive",0,0,false,"No points",true,true,false,false,false,126,"Loss","keeps knocking cone over at substation
",
32,955,"Qualification","Red 1",true,"High",0,0,1,"Alliance Member Docked",true,true,0,2,3,1,6,"Offensive",0,0,false,"No points",true,true,true,false,false,152,"Win","",
33,1899,"Qualification","Red 1",true,"High",0,0,1,"Docked and Engaged",true,false,0,1,4,0,7,"[Select play style...]",0,0,false,"Engaged",true,true,true,false,false,165,"Win","",
34,9036,"Qualification","Red 1",true,"Low",1,0,0,"Alliance Member Docked",false,true,3,1,0,0,4,"[Select play style...]",0,0,false,"Engaged",true,true,true,false,false,117,"Win","prefers low cube ",
35,3663,"Qualification","Red 1",true,"High",0,0,2,"None Docked",true,true,1,3,1,0,5,"[Select play style...]",0,0,false,"Engaged",true,true,true,false,false,139,"Win","",
36,1778,"Qualification","Red 1",true,"High",1,0,1,"Alliance Member Docked",false,true,6,0,0,0,6,"[Select play style...]",0,0,false,"No points",true,true,true,false,false,158,"Loss","",
37,2980,"Qualification","Red 1",false,"Middle",0,1,0,"Alliance Member Docked",true,true,3,1,1,0,5,"[Select play style...]",0,0,false,"Engaged",true,true,true,false,false,142,"Win","inconsistent intake 
",
38,3218,"Qualification","Red 1",true,"High",0,0,1,"Alliance Member Docked",true,true,2,2,4,0,6,"[Select play style...]",0,0,false,"Engaged",true,true,true,false,false,162,"Win","",
39,5468,"Qualification","Red 1",true,"Low",1,0,0,"Alliance Member Docked",false,true,0,4,0,0,4,"[Select play style...]",0,0,false,"Engaged",true,true,true,false,false,128,"Win","slow cones, unreliable pickup at substation 
",
40,753,"Qualification","Red 1",true,"Low",1,0,0,"None Docked",true,false,0,0,0,1,0,"[Select play style...]",0,0,true,"No points",false,true,true,false,false,105,"Loss","DCed in teleop
",
41,2147,"Qualification","Red 1",true,"High",0,0,1,"Docked and Engaged",true,true,0,4,3,0,6,"[Select play style...]",0,0,false,"Parked",true,true,false,false,false,129,"Win","",
42,4682,"Qualification","Red 1",true,"High",0,0,1,"Docked and Engaged",true,false,0,1,2,0,6,"[Select play style...]",0,0,true,"Parked",true,true,true,false,false,165,"Win","DCed in teleop ",
43,1899,"Qualification","Red 1",true,"High",0,0,1,"Alliance Member Docked",true,false,0,3,1,0,4,"[Select play style...]",0,0,false,"No points",true,true,false,false,false,118,"Loss","",
44,3218,"Qualification","Red 1",true,"High",1,0,1,"Alliance Member Docked",true,false,2,0,4,0,4,"[Select play style...]",0,0,false,"Engaged",true,true,true,false,false,135,"Win","",
45,753,"Qualification","Red 1",true,"High",0,0,1,"Alliance Member Docked",false,false,0,0,0,0,0,"[Select play style...]",0,0,true,"No points",false,true,true,false,false,107,"Tie","DCed right after auto",
46,2521,"Qualification","Red 1",true,"High",0,0,1,"Docked and Engaged",true,true,2,3,1,0,8,"[Select play style...]",0,0,false,"Engaged",true,true,true,false,false,176,"Win","",
47,7461,"Qualification","Red 1",true,"High",0,0,2,"Alliance Member Docked",true,true,2,1,2,0,7,"[Select play style...]",0,0,false,"Engaged",true,true,true,false,false,151,"Win","",
48,3711,"Qualification","Red 1",true,"High",0,0,1,"Docked and Engaged",true,false,0,0,3,0,5,"Offensive",0,0,false,"Engaged",true,true,true,false,false,145,"Win","",
49,2980,"Qualification","Red 1",false,"Middle",0,1,0,"Alliance Member Docked",false,false,0,2,0,0,1,"Defensive",0,0,true,"No points",false,true,false,false,false,73,"Loss","",
50,948,"Qualification","Red 1",true,"High",0,0,1,"Alliance Member Docked",false,true,2,2,0,0,3,"Offensive",0,0,false,"Engaged",false,true,true,false,false,102,"Loss","",
51,1540,"Qualification","Red 1",true,"High",0,0,1,"Alliance Member Docked",true,false,0,0,5,0,6,"Offensive",0,0,false,"Engaged",true,true,true,false,false,150,"Loss","",
52,3663,"Qualification","Red 1",true,"High",0,0,1,"Docked and Engaged",true,true,3,1,0,2,8,"Offensive",0,0,false,"Engaged",true,true,true,false,false,172,"Win","",
53,4131,"Qualification","Red 1",true,"High",0,0,1,"Docked and Engaged",true,false,0,2,4,0,7,"Offensive",0,0,false,"Engaged",true,true,true,false,false,158,"Win","",
54,1899,"Qualification","Red 1",true,"High",0,0,1,"None Docked",true,false,0,0,4,0,5,"Offensive",0,0,false,"No points",true,false,false,false,false,116,"Win","",
55,6443,"Qualification","Red 1",true,"High",1,0,1,"Alliance Member Docked",true,true,0,3,1,0,6,"Offensive",0,0,false,"Engaged",true,true,true,false,false,157,"Win","",
56,4125,"Qualification","Red 1",true,"Didn't score",0,0,0,"Docked and Engaged",true,true,5,0,0,0,5,"Offensive",0,0,false,"Engaged",true,true,true,false,false,127,"Loss","",
57,2980,"Qualification","Red 1",false,"High",0,0,1,"None Docked",false,true,1,0,0,0,3,"Both",0,0,false,"Engaged",false,true,true,false,false,112,"Loss","broken intake ",
58,2930,"Qualification","Red 1",false,"High",1,0,0,"None Docked",true,false,0,1,6,0,7,"Offensive",0,0,false,"No points",true,true,true,false,false,167,"Loss","",
59,1778,"Qualification","Red 1",true,"High",0,0,1,"Docked and Engaged",false,true,3,1,4,0,6,"Offensive",0,0,false,"No points",true,true,true,false,false,138,"Win","",
60,2811,"Qualification","Red 1",false,"High",0,0,1,"Docked and Engaged",true,false,2,0,4,0,6,"Offensive",0,0,false,"No points",true,true,true,false,false,155,"Win","",
61,7034,"Qualification","Red 1",false,"Didn't score",0,0,0,"None Docked",false,false,0,0,0,0,3,"[Select play style...]",0,0,true,"No points",false,true,false,false,false,75,"Loss","",
62,6443,"Qualification","Red 1",false,"High",0,0,1,"None Docked",true,true,0,1,3,0,6,"Offensive",0,0,false,"No points",true,true,false,false,false,130,"Loss","",
63,9036,"Qualification","Red 1",true,"Middle",0,1,0,"Alliance Member Docked",true,true,1,0,2,0,2,"Offensive",0,0,false,"Engaged",false,true,false,false,false,105,"Win","",
64,6831,"Qualification","Red 1",false,"High",0,0,1,"None Docked",true,true,0,2,2,0,5,"Offensive",0,0,false,"No points",true,true,false,false,false,132,"Win","",
65,4125,"Qualification","Red 1",false,"Low",1,0,0,"Alliance Member Docked",false,true,3,1,0,0,3,"[Select play style...]",0,0,false,"Engaged",false,true,true,false,false,97,"Loss","",
66,4915,"Qualification","Red 1",false,"Didn't score",0,0,0,"None Docked",false,false,0,1,2,0,0,"[Select play style...]",0,0,false,"Engaged",true,true,true,false,false,112,"Win","",
67,2522,"Qualification","Red 1",false,"Didn't score",0,0,0,"Docked and Engaged",false,false,3,0,0,0,0,"[Select play style...]",0,0,false,"Engaged",true,true,true,false,false,180,"Win","",
68,2557,"Qualification","Red 1",false,"High",0,0,0,"Docked and Engaged",true,false,0,0,1,0,0,"[Select play style...]",0,0,true,"Docked",false,true,true,true,false,101,"Loss","",
69,4911,"Qualification","Red 1",false,"High",0,0,1,"None Docked",true,true,0,2,4,0,5,"Offensive",0,0,false,"Engaged",true,true,true,false,false,153,"Loss","",
70,360,"Qualification","Red 1",false,"High",0,0,2,"None Docked",false,false,0,4,1,2,0,"Offensive",0,0,false,"Engaged",true,false,true,false,false,137,"Loss","",
71,9036,"Qualification","Red 1",false,"Middle",0,1,0,"None Docked",true,true,0,5,0,0,4,"Offensive",0,0,false,"Engaged",true,true,true,false,false,124,"Win","",
72,4469,"Qualification","Red 1",false,"Didn't score",0,0,0,"Docked and Engaged",true,true,0,0,4,0,3,"Offensive",0,0,false,"Engaged",false,false,true,false,false,86,"Loss","",
73,492,"Qualification","Red 1",false,"Didn't score",0,0,1,"None Docked",true,true,0,0,3,0,5,"Offensive",0,0,false,"Engaged",true,false,true,false,false,141,"Loss","",
74,2990,"Qualification","Red 1",false,"High",0,0,1,"None Docked",true,true,1,1,4,0,6,"Offensive",0,0,false,"Engaged",true,true,true,false,false,165,"Win","",
75,1318,"Qualification","Red 1",false,"High",0,0,1,"None Docked",true,true,0,2,4,0,7,"Offensive",0,0,false,"Engaged",true,true,true,false,false,157,"Win","",
76,955,"Qualification","Red 1",false,"High",0,0,2,"None Docked",true,true,0,2,5,0,6,"Offensive",0,0,false,"Docked",true,true,false,false,false,141,"Win","",
77,2930,"Qualification","Red 1",true,"High",0,0,2,"Alliance Member Docked",true,true,1,4,2,0,5,"Offensive",0,0,false,"Engaged",true,true,true,false,false,125,"Loss","",
78,4061,"Qualification","Red 1",true,"High",0,0,1,"Alliance Member Docked",true,false,2,0,3,0,4,"Offensive",0,0,false,"Engaged",true,true,false,false,false,121,"Loss","",
79,3663,"Qualification","Red 1",true,"High",0,0,1,"Docked and Engaged",true,true,0,3,4,0,3,"Offensive",0,0,false,"Engaged",false,true,true,false,false,119,"Win","",
80,2990,"Qualification","Red 1",true,"High",0,0,1,"Docked and Engaged",true,false,2,2,3,0,3,"Offensive",0,0,false,"Engaged",true,true,true,false,false,124,"Loss","",
81,2521,"Qualification","Red 1",true,"High",0,0,1,"Docked and Engaged",true,true,2,3,3,0,4,"Offensive",0,0,false,"Engaged",true,true,true,false,false,143,"Loss","good robot",
82,2046,"Qualification","Red 1",true,"High",1,0,1,"Docked and Engaged",true,true,4,2,2,0,9,"Offensive",0,0,false,"Engaged",true,true,true,false,false,192,"Win","wr",
83,1899,"Qualification","Red 1",false,"High",0,0,1,"None Docked",true,false,1,1,2,0,4,"Offensive",0,0,false,"No points",true,true,true,false,false,121,"Loss","",
84,2557,"Qualification","Red 1",true,"High",0,0,1,"Alliance Member Docked",false,false,0,0,0,0,0,"None",0,0,true,"Parked",false,true,true,false,false,78,"Win","DC ed",
