Match Number,Team Number,Match Type,Alliance,Left Community,Preloaded,Auto Scored Low,Auto Scored Med,Auto Scored High,Auto Engaged Docked State,Teleop Scored Cones,Teleop Scored Cubes,Teleop Goals Low,Teleop Goals Med,Teleop Goals High,Teleop Missed Attempts,Teleop Links,Teleop Playstyle,Fouls,Tech Fouls,Robot Broke Down,Endgame Robot State,Endgame Sustainability Bonus,Endgame Coopertition Bonus,Endgame Activation Bonus,Yellow Card 1,Yellow Card 2,Final Alliance Score,Final WLT,Notes
63,2980,"Qualification","Blue 1",true,"Middle",0,1,0,"None Docked",false,true,4,0,0,0,3,"[Select play style...]",0,0,false,"Parked",false,true,false,false,false,95,"Loss","brings cube and cone to their side rather than shooting. so slow ",
64,488,"Qualification","Blue 1",true,"High",0,0,2,"None Docked",true,false,0,2,2,0,4,"[Select play style...]",0,0,false,"Engaged",true,true,true,false,false,119,"Loss","",
65,360,"Qualification","Blue 1",true,"High",0,0,2,"Alliance Member Docked",true,true,0,4,0,0,5,"[Select play style...]",0,0,false,"Engaged",true,true,true,false,false,143,"Win","frequently disconnects and stops",
66,4469,"Qualification","Blue 1",true,"High",0,0,1,"Alliance Member Docked",true,false,0,1,3,0,3,"[Select play style...]",0,0,false,"No points",false,true,false,false,false,105,"Loss","",
67,1318,"Qualification","Blue 1",true,"High",0,0,2,"Alliance Member Docked",true,false,1,4,2,0,6,"[Select play style...]",0,0,false,"No points",true,true,true,false,false,152,"Loss","",
68,3663,"Qualification","Blue 1",true,"Didn't score",0,2,1,"None Docked",true,true,2,4,2,1,6,"[Select play style...]",0,0,false,"Engaged",true,true,true,false,false,166,"Win","",
69,7461,"Qualification","Blue 1",true,"High",0,1,2,"Alliance Member Docked",true,true,2,3,2,0,7,"[Select play style...]",0,0,false,"Engaged",true,true,true,false,false,180,"Win","",
70,2930,"Qualification","Blue 1",true,"High",1,0,2,"Alliance Member Docked",true,true,2,3,2,0,8,"[Select play style...]",0,0,false,"Engaged",true,true,true,false,false,181,"Win","",
71,2412,"Qualification","Blue 1",true,"High",0,0,2,"None Docked",true,false,0,1,3,0,5,"[Select play style...]",0,0,false,"Parked",true,true,false,false,false,105,"Loss","",
72,2910,"Qualification","Blue 1",true,"High",0,0,2,"Docked and Engaged",true,true,0,3,5,0,8,"[Select play style...]",0,0,false,"Engaged",true,true,true,false,false,166,"Win","",
73,3674,"Qualification","Blue 1",true,"High",0,0,1,"Alliance Member Docked",true,true,1,0,3,0,6,"[Select play style...]",0,0,false,"Engaged",true,true,true,false,false,146,"Win","",
74,2811,"Qualification","Blue 1",true,"High",0,1,1,"Alliance Member Docked",true,true,0,1,3,0,5,"[Select play style...]",0,0,false,"Engaged",true,true,true,false,false,143,"Loss","",
75,2046,"Qualification","Blue 1",true,"High",0,1,2,"Alliance Member Docked",true,false,3,2,2,0,5,"Offensive",0,0,false,"Engaged",true,true,true,false,false,149,"Loss","",
76,5920,"Qualification","Blue 1",true,"High",0,0,1,"Docked and Engaged",false,true,5,0,0,1,5,"Both",0,0,false,"Docked",true,true,false,false,false,100,"Loss","",
77,5461,"Qualification","Blue 1",true,"High",0,0,2,"Alliance Member Docked",true,false,0,3,0,1,5,"Both",0,0,false,"Engaged",true,true,true,false,false,139,"Win","",
78,2412,"Qualification","Blue 1",true,"High",1,0,1,"Alliance Member Docked",true,false,0,0,4,0,4,"Offensive",0,0,false,"Engaged",true,true,true,false,false,141,"Win","",
79,6831,"Qualification","Blue 1",true,"High",0,1,1,"Alliance Member Docked",false,false,0,0,0,0,3,"Defensive",0,0,false,"Engaged",false,true,false,false,false,109,"Loss","",
80,4911,"Qualification","Blue 1",false,"High",0,0,1,"None Docked",true,false,0,2,2,0,5,"Offensive",0,0,false,"Engaged",true,true,true,false,false,128,"Win","",
81,360,"Qualification","Blue 1",true,"High",0,0,2,"Alliance Member Docked",true,false,0,4,1,0,6,"Offensive",0,0,false,"Engaged",true,true,true,false,false,155,"Win","",
82,3674,"Qualification","Blue 1",true,"High",0,0,1,"Alliance Member Docked",true,false,0,3,2,0,6,"Offensive",0,0,false,"Parked",true,true,true,false,false,153,"Loss","",
83,2471,"Qualification","Blue 1",true,"High",0,0,1,"Alliance Member Docked",true,true,0,1,5,0,3,"Offensive",0,0,false,"Parked",false,true,true,false,false,130,"Win","",
84,6831,"Qualification","Blue 1",true,"High",0,0,1,"None Docked",true,true,0,2,0,0,3,"Offensive",0,0,false,"No points",false,true,false,false,false,78,"Win","",
