Match Number,Team Number,Match Type,Alliance,Left Community,Preloaded,Auto Scored Low,Auto Scored Med,Auto Scored High,Auto Engaged Docked State,Teleop Scored Cones,Teleop Scored Cubes,Teleop Goals Low,Teleop Goals Med,Teleop Goals High,Teleop Missed Attempts,Teleop Links,Teleop Playstyle,Fouls,Tech Fouls,Robot Broke Down,Endgame Robot State,Endgame Sustainability Bonus,Endgame Coopertition Bonus,Endgame Activation Bonus,Yellow Card 1,Yellow Card 2,Final Alliance Score,Final WLT,Notes
11,5468,"Qualification","Red 3",true,"High",0,0,1,"Docked and Engaged",true,false,4,0,1,0,4,"Offensive",0,0,false,"Engaged",true,true,true,false,false,146,"Loss","bit slow",
12,4131,"Qualification","Red 3",false,"High",0,0,1,"None Docked",true,true,2,3,2,0,5,"Offensive",0,0,false,"Engaged",false,true,true,false,false,156,"Loss","good robot fast cycles",
13,2811,"Qualification","Red 3",true,"Middle",0,1,0,"Alliance Member Docked",true,true,1,2,1,0,5,"Offensive",0,0,false,"Engaged",true,true,true,false,false,157,"Win","",
14,7627,"Qualification","Red 3",true,"High",0,0,1,"Docked and Engaged",true,true,1,3,1,0,4,"Offensive",0,1,false,"No points",true,true,true,false,false,146,"Loss","tech foul and also why tf do we never balance properly",
15,2980,"Qualification","Red 3",true,"Middle",0,1,0,"Docked and Engaged",true,false,1,1,0,0,0,"Offensive",0,0,false,"Parked",false,true,true,false,false,136,"Loss","dc a bit. seemed to dc agian",
16,2557,"Qualification","Red 3",false,"High",0,0,1,"None Docked",true,true,0,0,4,0,1,"Offensive",0,0,false,"Engaged",false,true,false,false,false,108,"Win","",
17,2521,"Qualification","Red 3",true,"High",0,0,2,"Alliance Member Docked",true,true,2,0,4,0,4,"Offensive",0,0,false,"Engaged",true,true,true,false,false,149,"Win","",
18,4682,"Qualification","Red 3",true,"High",0,0,1,"Docked and Engaged",true,true,0,2,3,0,4,"Offensive",0,0,false,"Parked",true,true,true,false,false,116,"Loss","arm shakey. went for a very late balance. wasn't successful.  no balance for team",
19,1318,"Qualification","Red 3",true,"High",0,0,1,"Alliance Member Docked",true,true,0,3,3,0,6,"Offensive",0,0,false,"Engaged",true,true,true,false,false,151,"Win","",
20,2910,"Qualification","Red 3",true,"High",1,0,1,"Alliance Member Docked",true,true,0,4,2,0,7,"Offensive",0,0,false,"Engaged",true,true,true,false,false,170,"Win","sushi didn't throw balance ",
21,2990,"Qualification","Blue 2",true,"High",0,0,0,"Docked and Engaged",true,false,1,0,3,0,1,"Offensive",0,0,false,"Engaged",true,true,true,false,false,123,"Win","",
22,492,"Qualification","Blue 2",false,"High",0,0,1,"None Docked",true,false,0,3,3,0,0,"Offensive",0,0,false,"No points",true,true,true,false,false,153,"Win","7 links!",
23,753,"Qualification","Blue 2",false,"High",0,0,1,"None Docked",true,false,0,0,2,1,0,"Offensive",0,0,false,"Engaged",true,true,true,false,false,142,"Win","",
24,1294,"Qualification","Blue 2",false,"High",0,0,1,"None Docked",false,false,0,0,0,0,0,"[Select play style...]",0,0,true,"No points",true,false,true,false,false,129,"Win","",
25,1899,"Qualification","Blue 2",false,"High",0,0,1,"Docked and Engaged",true,true,0,0,3,0,0,"Offensive",0,0,false,"Engaged",true,true,true,false,false,132,"Win","cannot pick up from ground; picks up from double substation ",
26,3711,"Qualification","Blue 2",false,"High",0,0,1,"Docked and Engaged",true,false,0,0,2,0,0,"Offensive",0,0,false,"Engaged",false,true,true,false,false,132,"Loss","",
27,4131,"Qualification","Red 2",true,"High",0,0,0,"Docked",true,false,1,0,4,1,5,"Offensive",0,0,false,"Docked",true,true,true,false,false,137,"Loss","dropped one cone, good off ground cone pickup, reverse cone placing (over the top), confidence traveling over charge station",
28,9036,"Qualification","Red 2",false,"Didn't score",0,0,0,"Alliance Member Docked",false,true,3,0,0,0,5,"Both",0,0,false,"Docked",true,true,true,false,false,132,"Loss","slow on substation, slow on cubes, descored cubes, slow traversing charge station, jammed charge station ",
29,753,"Qualification","Red 2",false,"High",0,0,0,"Alliance Member Docked",true,false,0,1,0,0,0,"Defensive",0,0,false,"No points",false,true,true,false,false,108,"Loss","slow slow slow slow did nothing",
30,7034,"Qualification","Red 2",true,"Didn't score",0,0,0,"None Docked",true,true,0,0,6,0,1,"Offensive",0,0,false,"Docked",false,true,false,false,false,73,"Loss","gravity align cones is wobbly and slow",
31,7627,"Qualification","Red 2",false,"High",0,0,0,"Docked",true,true,0,3,2,0,5,"Offensive",0,0,false,"Parked",true,true,false,false,false,125,"Loss","slow on substation, trolled charge endgame",
32,2147,"Qualification","Red 2",false,"Low",0,0,0,"Docked",true,false,0,3,1,0,6,"Offensive",0,0,false,"Docked",true,true,true,false,false,152,"Win","missed high cone on auto, confident driving and mid/high cones, off ground cone pickup",
33,948,"Qualification","Red 2",true,"High",0,0,0,"Alliance Member Docked",false,true,3,2,1,1,7,"Offensive",0,0,false,"Docked",true,true,true,false,false,165,"Win","good cube shooting from range, missed a few times but alliance teams pushed in, double scored",
34,1983,"Qualification","Red 2",true,"High",0,0,0,"Alliance Member Docked",true,true,5,0,1,0,4,"Offensive",0,0,false,"No points",true,true,true,false,false,117,"Win","low cones and cubes, high cubes. sometimes intake pops the cube up too far (no bar shield), uses intake arm to hold cube against robot frame",
35,3674,"Qualification","Red 2",false,"High",0,0,0,"None Docked",true,true,0,2,1,0,5,"Offensive",0,0,false,"Parked",true,true,true,false,false,139,"Win","slow substation, dropped cones at substation",
36,2990,"Qualification","Red 2",true,"High",0,0,0,"Docked",true,false,0,0,5,0,6,"Offensive",0,0,false,"Docked",true,true,true,false,false,158,"Loss","good high cones",
37,6443,"Qualification","Red 2",true,"High",1,0,0,"Alliance Member Docked",true,true,0,1,3,0,5,"Offensive",0,0,false,"Parked",true,true,true,false,false,142,"Win","very slow on substation, knocked cone on substation over and missed cube pickup. hesitant on high cones. dropped a cone on auto",
38,4061,"Qualification","Red 2",true,"Middle",0,0,0,"Alliance Member Docked",true,true,0,4,1,1,6,"Offensive",0,0,false,"Docked",true,true,true,false,false,162,"Win","good high and mid cones, missed low cube, missed second auto piece",
39,4915,"Qualification","Red 2",false,"High",0,0,0,"Docked",true,true,1,3,1,0,4,"Offensive",0,0,false,"Docked",true,true,true,false,false,128,"Win","slightly slow cones, some hesitation. stalled at the double substation, shoots cubes high",
40,7034,"Qualification","Red 2",true,"High",0,0,0,"Alliance Member Docked",true,false,2,0,3,0,3,"Offensive",0,0,false,"Docked",false,true,true,false,false,105,"Loss","high and low cones, gravity align is meh",
41,8532,"Qualification","Red 2",true,"High",0,0,0,"Alliance Member Docked",false,true,3,0,2,0,6,"Offensive",0,0,false,"No points",true,true,false,false,false,129,"Win","tall and unbalanced over charge station, slow and uncoordinated driving",
42,2910,"Qualification","Red 2",true,"High",0,1,1,"Alliance Member Docked",true,true,1,1,4,0,6,"Offensive",0,0,false,"Docked",true,true,true,false,false,165,"Win","speed, slightly hesitant on high cones",
43,3674,"Qualification","Red 2",true,"High",0,0,0,"Alliance Member Docked",true,true,0,1,3,0,4,"Offensive",0,0,true,"No points",true,true,false,false,false,118,"Loss","slow cone and cube pickup, slow cone drop, hesitation at substation, broke down",
44,3070,"Qualification","Red 2",false,"Low",0,0,0,"Docked",false,false,0,0,0,0,4,"Defensive",0,0,false,"Docked",true,true,true,false,false,135,"Win","defense",
45,4061,"Qualification","Red 2",true,"Middle",0,0,0,"Alliance Member Docked",true,true,1,1,2,3,3,"Offensive",0,0,false,"No points",false,false,true,false,false,107,"Tie","kept missing cubes, slow cones, stalled at substation, fell over on charge station ",
46,7034,"Qualification","Red 2",true,"High",0,0,0,"Alliance Member Docked",true,false,0,1,1,1,8,"Offensive",0,0,false,"Docked",true,true,true,false,false,176,"Win","gravity align is inconsistent",
47,488,"Qualification","Red 2",false,"High",0,0,0,"Alliance Member Docked",false,true,6,0,1,0,7,"Offensive",0,0,false,"Docked",true,true,true,false,false,151,"Win","meh",
48,5920,"Qualification","Red 2",true,"High",0,0,0,"Alliance Member Docked",false,true,8,0,0,0,5,"Both",0,0,false,"Docked",true,true,true,false,false,145,"Win","good offense and defense, shoots cubes and pushes in if miss",
49,1778,"Qualification","Red 2",true,"Low",0,0,0,"None Docked",false,true,4,2,2,0,1,"Offensive",0,0,false,"Docked",false,true,false,false,false,73,"Loss","speedy low mid and high cubes",
50,3636,"Qualification","Red 2",true,"Middle",0,1,0,"Alliance Member Docked",false,false,0,0,0,0,3,"None",0,0,false,"No points",false,true,true,false,false,102,"Loss","tipped over at start of teleop ",
51,4911,"Qualification","Red 2",true,"Low",1,0,0,"Alliance Member Docked",true,false,0,0,4,0,6,"Offensive",0,2,false,"Engaged",true,true,true,true,true,150,"Loss","tipped cybears robot",
52,1318,"Qualification","Red 2",true,"High",0,0,1,"Alliance Member Docked",true,true,2,4,1,0,8,"Offensive",1,1,false,"No points",true,true,true,false,false,172,"Win","crashed into a blue robot across the line in auto 💀",
53,2412,"Qualification","Red 2",true,"High",0,0,1,"Alliance Member Docked",true,true,0,4,3,0,7,"Offensive",1,0,false,"Engaged",true,true,true,false,false,158,"Win","",
54,5468,"Qualification","Red 2",false,"High",0,0,1,"None Docked",true,true,3,0,2,0,5,"Offensive",0,0,false,"No points",true,false,true,false,false,116,"Win","super slow, dropped cones twice and they fell to low instead of intended high ",
55,2522,"Qualification","Red 2",true,"High",0,0,1,"Docked and Engaged",false,true,4,0,0,0,5,"Offensive",0,0,false,"Engaged",true,true,true,false,false,157,"Win","",
56,2471,"Qualification","Red 2",false,"Didn't score",0,0,0,"Docked",false,true,1,1,1,0,4,"Offensive",0,0,false,"Engaged",true,true,true,false,false,127,"Loss","",
57,3636,"Qualification","Red 2",true,"High",0,0,2,"None Docked",true,false,1,1,3,1,3,"Offensive",0,0,false,"Engaged",false,true,true,false,false,112,"Loss","",
58,2990,"Qualification","Red 2",true,"High",0,0,1,"Alliance Member Docked",true,true,2,2,1,0,7,"Offensive",1,0,false,"Engaged",true,true,true,false,false,167,"Loss","",
59,2557,"Qualification","Red 2",false,"Didn't score",0,0,0,"Alliance Member Docked",true,true,1,1,3,0,6,"Offensive",1,0,false,"Engaged",true,true,true,false,false,138,"Win","3v2 enemy broke down",
60,955,"Qualification","Red 2",true,"High",0,0,1,"Docked and Engaged",true,true,1,2,2,0,6,"Offensive",0,0,true,"No points",true,true,true,false,false,155,"Win","dced right before endgame",
61,2522,"Qualification","Red 2",true,"High",0,0,2,"None Docked",true,true,1,2,4,0,3,"Offensive",0,0,false,"No points",false,true,false,false,false,75,"Loss","adaptable scoring",
62,4061,"Qualification","Red 2",true,"High",0,0,1,"None Docked",true,true,0,2,2,0,6,"Offensive",0,0,false,"Parked",true,true,false,false,false,130,"Loss","messed up triple balance ",
63,3636,"Qualification","Red 2",false,"Didn't score",0,0,0,"Docked and Engaged",true,false,0,0,2,0,2,"Offensive",0,0,false,"Docked",false,true,false,false,false,105,"Win","how did they win ?",
64,2930,"Qualification","Red 2",true,"High",0,1,2,"None Docked",true,false,1,0,4,0,5,"Offensive",0,0,false,"Parked",true,true,false,false,false,132,"Win","",
65,1778,"Qualification","Red 2",true,"High",0,0,1,"Docked and Engaged",false,true,1,3,2,0,3,"Offensive",0,0,false,"Engaged",false,true,true,false,false,97,"Loss","the shooter really isn't that accurate (maybe like 2\3 accuracy)",
66,1294,"Qualification","Red 2",false,"Didn't score",0,0,0,"Alliance Member Docked",false,false,0,0,0,0,5,"None",0,0,false,"No points",true,true,true,false,false,112,"Win","no show",
67,2521,"Qualification","Red 2",true,"High",1,0,1,"Alliance Member Docked",true,true,0,3,3,0,7,"Offensive",0,0,false,"Engaged",true,true,true,false,false,180,"Win","",
68,8532,"Qualification","Red 2",true,"High",0,0,1,"Alliance Member Docked",true,true,1,0,2,2,4,"Offensive",0,0,false,"Parked",true,true,false,false,false,101,"Loss","",
69,4918,"Qualification","Red 2",true,"High",0,0,1,"Docked and Engaged",true,true,1,3,0,0,5,"Both",1,0,false,"Engaged",true,true,true,false,false,153,"Loss","",
70,7627,"Qualification","Red 2",false,"High",0,0,1,"Docked and Engaged",true,true,1,3,2,0,5,"Offensive",0,0,false,"Engaged",true,true,true,false,false,137,"Loss","",
71,948,"Qualification","Red 2",true,"High",0,0,1,"Docked and Engaged",false,true,5,2,0,0,4,"Offensive",1,0,false,"Engaged",true,true,true,false,false,124,"Win","",
72,1294,"Qualification","Red 2",false,"Didn't score",0,0,0,"Alliance Member Docked",false,false,0,0,0,0,3,"None",0,0,false,"No points",false,true,false,false,false,86,"Loss","no show",
73,4915,"Qualification","Red 2",true,"Middle",0,1,0,"Alliance Member Docked",true,true,0,4,0,0,5,"Offensive",0,0,false,"No points",true,true,true,false,false,141,"Loss","",
74,1983,"Qualification","Red 2",true,"High",0,0,1,"Alliance Member Docked",true,false,5,0,0,0,6,"Offensive",0,0,false,"Parked",true,true,true,false,false,165,"Win","robot had a bit of trouble picking up cones ",
75,4488,"Qualification","Red 2",true,"High",0,0,1,"Alliance Member Docked",false,true,7,0,0,0,6,"Offensive",0,0,false,"Engaged",true,true,true,false,false,157,"Win","",
76,7034,"Qualification","Red 2",true,"High",0,0,1,"Alliance Member Docked",true,false,1,1,2,1,6,"Offensive",0,0,false,"Parked",true,true,false,false,false,141,"Win","",
77,4131,"Qualification","Red 2",true,"High",0,0,1,"Docked",true,true,0,3,3,0,5,"Offensive",0,0,false,"Engaged",true,true,true,false,false,125,"Loss","",
78,1540,"Qualification","Red 2",true,"High",0,0,1,"Alliance Member Docked",true,false,0,0,4,0,4,"Offensive",0,0,false,"Parked",true,true,false,false,false,121,"Loss","",
79,4125,"Qualification","Red 2",true,"Low",1,0,0,"Alliance Member Docked",false,true,4,0,0,1,3,"Offensive",0,0,false,"Engaged",false,true,true,false,false,119,"Win","",
80,1318,"Qualification","Red 2",true,"High",0,0,1,"Alliance Member Docked",true,false,0,1,3,0,4,"Offensive",0,0,false,"Parked",true,true,true,false,false,124,"Loss","",
81,2980,"Qualification","Red 2",true,"Middle",0,1,0,"Alliance Member Docked",false,true,1,1,1,0,4,"Offensive",0,0,false,"Engaged",true,true,true,false,false,143,"Loss","",
82,1983,"Qualification","Red 2",true,"High",0,0,1,"Docked and Engaged",false,true,1,2,2,0,9,"Offensive",0,0,false,"Engaged",true,true,true,false,false,192,"Win","",
83,2147,"Qualification","Red 2",true,"High",0,0,1,"None Docked",true,true,2,2,2,2,4,"Offensive",1,0,false,"Engaged",true,true,true,false,false,121,"Loss","",
84,5468,"Qualification","Red 2",true,"High",0,0,1,"Docked and Engaged",false,true,2,2,1,1,0,"Offensive",0,0,false,"Engaged",false,true,true,false,false,78,"Win","",
